,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Other,Street_Pave,LotShape_IR1,LotShape_Other,LotShape_Reg,LandContour_Lvl,LandContour_Other,Utilities_AllPub,LotConfig_Corner,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_Other,Neighborhood_NAmes,Neighborhood_Other,Condition1_Norm,Condition1_Other,Condition2_Norm,Condition2_Other,BldgType_1Fam,BldgType_Other,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Other,ExterQual_Gd,ExterQual_Other,ExterQual_TA,ExterCond_Other,ExterCond_TA,Foundation_CBlock,Foundation_Other,Foundation_PConc,BsmtQual_Gd,BsmtQual_Other,BsmtQual_TA,BsmtCond_Other,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_No,BsmtExposure_Other,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Other,BsmtFinType1_Unf,BsmtFinType2_Other,BsmtFinType2_Unf,Heating_GasA,Heating_Other,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_Other,HeatingQC_TA,CentralAir_Other,CentralAir_Y,Electrical_Other,Electrical_SBrkr,KitchenQual_Gd,KitchenQual_Other,KitchenQual_TA,Functional_Other,Functional_Typ,GarageType_Attchd,GarageType_Detchd,GarageType_Other,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Other,GarageQual_TA,GarageCond_Other,GarageCond_TA,PavedDrive_Other,PavedDrive_Y,SaleType_Other,SaleType_WD,SaleCondition_Normal,SaleCondition_Other
10,20,0.1678082191780822,0.046273574984224915,0.4444444444444445,0.5,1965,1965,0.0,0.4819148936170213,0.0,0.05736301369863013,0.32439176543980036,0.243953006219765,0.0,0.0,0.22348844571066795,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.3333333333333333,0.35921421889616467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,2008,129500,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
11,60,0.2191780821917808,0.049657622286101565,0.8888888888888888,0.5,2005,2006,0.17875,0.5308510638297872,0.0,0.07577054794520548,0.3665003119151591,0.2930200414651002,0.6281628162816282,0.0,0.629946185501741,0.3333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,0.75,0.6666666666666666,1.0,0.6884939195509823,0.17152858809801633,0.038391224862888484,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2006,345000,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1
12,20,0.16593205201071765,0.05453738110261983,0.4444444444444445,0.625,1962,1962,0.0,0.3920212765957447,0.0,0.07491438356164383,0.28446662507797876,0.1997235659986178,0.0,0.0,0.1829692940804052,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.3292797006548176,0.16336056009334887,0.0,0.0,0.0,0.36666666666666664,0.0,0.0,0.7272727272727273,2008,144000,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
13,20,0.23972602739726023,0.043712169015401155,0.6666666666666665,0.5,2006,2007,0.19125,0.0,0.0,0.6395547945205479,0.46600124766063633,0.4008293020041465,0.0,0.0,0.3672048116492561,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,1.0,0.7857811038353602,0.18669778296382727,0.0603290676416819,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,2007,279500,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
14,20,0.16593205201071765,0.044964827408913506,0.5555555555555556,0.5,1960,1960,0.1325,0.3898936170212766,0.0,0.2226027397260274,0.39082969432314413,0.3175535590877678,0.0,0.0,0.29091484647040206,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.3333333333333333,0.3292797006548176,0.0,0.38939670932358317,0.31884057971014496,0.0,0.0,0.0,0.0,0.36363636363636365,2008,157000,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
15,45,0.10273972602739724,0.022529154689289302,0.6666666666666665,0.875,1929,2001,0.0,0.0,0.0,0.3561643835616438,0.2595134123518403,0.17968210089841047,0.0,0.0,0.16460905349794241,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.6666666666666666,0.538821328344247,0.05600933488914819,0.20475319926873858,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2007,132000,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
16,20,0.16593205201071765,0.04646521302203837,0.5555555555555556,0.75,1970,1970,0.1125,0.3074468085106383,0.0,0.18236301369863012,0.31316281971303805,0.23151347615756734,0.0,0.0,0.21209243431465657,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.6666666666666666,0.4490177736202058,0.0,0.0,0.0,0.0,0.0,0.0,0.04516129032258065,0.1818181818181818,2010,149000,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
17,90,0.17465753424657532,0.04436186870457361,0.3333333333333333,0.5,1967,1967,0.0,0.0,0.0,0.0,0.0,0.3324118866620594,0.0,0.0,0.3045267489711934,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.33333333333333337,0.0,0.6666666666666666,0.48269410664172124,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.8181818181818182,2006,90000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0
18,20,0.1541095890410959,0.057935450699946246,0.4444444444444445,0.5,2004,2004,0.0,0.34361702127659577,0.0,0.20034246575342465,0.34747348721147847,0.26952315134761573,0.0,0.0,0.24691358024691357,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.0,0.6666666666666666,0.538821328344247,0.0,0.18647166361974407,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,2008,159000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
19,20,0.1678082191780822,0.02925985650517656,0.4444444444444445,0.625,1958,1965,0.0,0.2680851063829787,0.0,0.2247431506849315,0.32096069868995636,0.34727021423635107,0.0,0.0,0.31813865147198483,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.3333333333333333,0.27502338634237605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,2009,139000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1
20,60,0.273972602739726,0.06036598191123887,0.7777777777777777,0.5,2005,2006,0.23750000000000002,0.0,0.0,0.49571917808219174,0.36119775421085465,0.2847270214236351,0.66996699669967,0.0,0.6464070908515352,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,0.5833333333333334,0.3333333333333333,1.0,0.7979420018709074,0.28004667444574094,0.28153564899451555,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,2006,325300,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1
21,45,0.12328767123287672,0.028741031573535254,0.6666666666666665,0.75,1930,1950,0.0,0.0,0.0,0.2726883561643835,0.19868995633187772,0.26744989633724947,0.0,0.0,0.245014245014245,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.26192703461178674,0.0,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,0.4545454545454545,2007,139400,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0
22,20,0.18493150684931503,0.03945873939563906,0.7777777777777777,0.5,2002,2002,0.175625,0.0,0.0,0.7607020547945205,0.5542732376793512,0.5048375950241879,0.0,0.0,0.4624881291547958,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.49953227315247895,0.1995332555425904,0.2906764168190128,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,2008,230000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
23,120,0.07876712328767123,0.013667063965037744,0.4444444444444445,0.75,1976,1976,0.0,0.4468085106382979,0.0,0.08561643835616438,0.32439176543980036,0.2508638562543193,0.0,0.0,0.22981956315289648,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.5350795135640786,0.11668611435239205,0.20109689213893966,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,2007,129900,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
24,20,0.16593205201071765,0.03246628806468952,0.4444444444444445,0.875,1968,2001,0.0,0.1,0.4531886024423338,0.08732876712328766,0.330630068621335,0.2508638562543193,0.0,0.0,0.22981956315289648,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.25257249766136575,0.47374562427071176,0.16453382084095064,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,2010,154000,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
25,20,0.30479452054794515,0.06043609338848769,0.7777777777777777,0.5,2007,2007,0.4,0.0,0.0,0.670376712328767,0.48845913911416095,0.437456807187284,0.0,0.0,0.4007597340930675,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,1.0,0.832553788587465,0.0,0.10237659963436929,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2009,256300,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
26,20,0.13356164383561642,0.027577181051204748,0.4444444444444445,0.75,1951,2000,0.0,0.12446808510638298,0.32971506105834464,0.07705479452054795,0.280723643169058,0.19557705597788527,0.0,0.0,0.17917062361506808,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.6666666666666666,0.538821328344247,0.25904317386231035,0.05850091407678245,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,2010,134800,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
