Id,SalePrice
2013,140000
2014,140000
2015,185000
2016,230000
2017,190000
2018,140000
2019,140000
2020,135000
2021,135000
2022,140000
2023,140000
2024,190000
2025,260000
2026,190000
2027,155000
2028,130000
2029,140000
2030,260000
2031,190000
2032,190000
2033,275000
2034,155000
2035,140000
2036,155000
2037,155000
2038,190000
2039,190000
2040,190000
2041,190000
2042,250000
2043,140000
2044,140000
2045,140000
2046,140000
2047,140000
2048,140000
2049,140000
2050,140000
2051,135000
2052,140000
2053,145000
2054,135000
2055,140000
2056,135000
2057,145000
2058,140000
2059,140000
2060,140000
2061,140000
2062,135000
2063,135000
2064,140000
2065,135000
2066,140000
2067,140000
2068,140000
2069,135000
2070,135000
2071,135000
2072,140000
2073,135000
2074,140000
2075,140000
2076,135000
2077,135000
2078,135000
2079,140000
2080,135000
2081,135000
2082,135000
2083,140000
2084,135000
2085,135000
2086,140000
2087,135000
2088,135000
2089,135000
2090,140000
2091,135000
2092,140000
2093,140000
2094,135000
2095,140000
2096,135000
2097,135000
2098,140000
2099,110000
2100,140000
2101,140000
2102,140000
2103,135000
2104,140000
2105,135000
2106,135000
2107,140000
2108,135000
2109,135000
2110,135000
2111,135000
2112,140000
2113,140000
2114,135000
2115,140000
2116,135000
2117,140000
2118,140000
2119,135000
2120,135000
2121,135000
2122,135000
2123,135000
2124,140000
2125,140000
2126,140000
2127,140000
2128,135000
2129,110000
2130,140000
2131,140000
2132,135000
2133,140000
2134,135000
2135,140000
2136,135000
2137,135000
2138,140000
2139,140000
2140,140000
2141,140000
2142,110000
2143,145000
2144,140000
2145,140000
2146,140000
2147,140000
2148,140000
2149,140000
2150,190000
2151,135000
2152,140000
2153,135000
2154,135000
2155,140000
2156,215000
2157,260000
2158,215000
2159,190000
2160,174000
2161,250000
2162,230000
2163,315000
2164,260000
2165,140000
2166,145000
2167,190000
2168,140000
2169,230000
2170,190000
2171,145000
2172,140000
2173,140000
2174,250000
2175,290000
2176,275000
2177,250000
2178,250000
2179,140000
2180,140000
2181,174000
2182,250000
2183,190000
2184,135000
2185,145000
2186,140000
2187,140000
2188,140000
2189,190000
2190,135000
2191,135000
2192,135000
2193,135000
2194,135000
2195,135000
2196,135000
2197,135000
2198,135000
2199,140000
2200,140000
2201,135000
2202,140000
2203,140000
2204,135000
2205,135000
2206,140000
2207,140000
2208,140000
2209,140000
2210,140000
2211,140000
2212,135000
2213,135000
2214,140000
2215,135000
2216,140000
2217,110000
2218,135000
2219,135000
2220,135000
2221,275000
2222,275000
2223,275000
2224,140000
2225,140000
2226,140000
2227,190000
2228,190000
2229,190000
2230,140000
2231,250000
2232,140000
2233,140000
2234,260000
2235,190000
2236,190000
2237,290000
2238,140000
2239,140000
2240,140000
2241,140000
2242,140000
2243,135000
2244,140000
2245,135000
2246,135000
2247,140000
2248,135000
2249,135000
2250,135000
2251,135000
2252,140000
2253,140000
2254,140000
2255,140000
2256,140000
2257,181000
2258,140000
2259,140000
2260,140000
2261,140000
2262,190000
2263,250000
2264,230000
2265,140000
2266,320000
2267,290000
2268,320000
2269,140000
2270,140000
2271,190000
2272,140000
2273,140000
2274,140000
2275,140000
2276,190000
2277,140000
2278,140000
2279,135000
2280,135000
2281,174000
2282,180000
2283,135000
2284,135000
2285,140000
2286,135000
2287,320000
2288,250000
2289,315000
2290,320000
2291,250000
2292,315000
2293,320000
2294,250000
2295,320000
2296,250000
2297,290000
2298,250000
2299,250000
2300,250000
2301,290000
2302,260000
2303,250000
2304,250000
2305,190000
2306,190000
2307,190000
2308,275000
2309,275000
2310,174000
2311,190000
2312,174000
2313,174000
2314,140000
2315,174000
2316,174000
2317,140000
2318,174000
2319,174000
2320,174000
2321,260000
2322,174000
2323,140000
2324,190000
2325,174000
2326,174000
2327,250000
2328,215000
2329,140000
2330,140000
2331,250000
2332,250000
2333,290000
2334,250000
2335,250000
2336,290000
2337,185000
2338,230000
2339,174000
2340,320000
2341,174000
2342,260000
2343,260000
2344,250000
2345,250000
2346,185000
2347,185000
2348,215000
2349,130000
2350,250000
2351,190000
2352,250000
2353,250000
2354,140000
2355,174000
2356,140000
2357,174000
2358,190000
2359,135000
2360,135000
2361,140000
2362,190000
2363,135000
2364,140000
2365,190000
2366,174000
2367,275000
2368,185000
2369,185000
2370,140000
2371,155000
2372,190000
2373,250000
2374,250000
2375,180000
2376,260000
2377,190000
2378,140000
2379,140000
2380,145000
2381,140000
2382,140000
2383,190000
2384,260000
2385,140000
2386,140000
2387,135000
2388,140000
2389,140000
2390,140000
2391,140000
2392,135000
2393,140000
2394,140000
2395,140000
2396,140000
2397,140000
2398,135000
2399,135000
2400,135000
2401,135000
2402,135000
2403,140000
2404,140000
2405,140000
2406,140000
2407,135000
2408,140000
2409,135000
2410,140000
2411,135000
2412,135000
2413,140000
2414,135000
2415,140000
2416,140000
2417,140000
2418,135000
2419,140000
2420,135000
2421,140000
2422,135000
2423,135000
2424,140000
2425,140000
2426,140000
2427,135000
2428,140000
2429,135000
2430,135000
2431,135000
2432,140000
2433,135000
2434,140000
2435,135000
2436,135000
2437,135000
2438,140000
2439,140000
2440,140000
2441,135000
2442,135000
2443,140000
2444,140000
2445,135000
2446,140000
2447,140000
2448,140000
2449,135000
2450,140000
2451,140000
2452,140000
2453,135000
2454,140000
2455,135000
2456,135000
2457,135000
2458,140000
2459,135000
2460,140000
2461,135000
2462,135000
2463,140000
2464,140000
2465,140000
2466,135000
2467,140000
2468,135000
2469,135000
2470,140000
2471,140000
2472,140000
2473,140000
2474,135000
2475,140000
2476,135000
2477,140000
2478,140000
2479,140000
2480,135000
2481,135000
2482,135000
2483,135000
2484,140000
2485,135000
2486,140000
2487,190000
2488,135000
2489,140000
2490,135000
2491,140000
2492,140000
2493,140000
2494,140000
2495,135000
2496,190000
2497,140000
2498,135000
2499,135000
2500,140000
2501,140000
2502,140000
2503,135000
2504,140000
2505,230000
2506,250000
2507,250000
2508,250000
2509,214000
2510,174000
2511,174000
2512,250000
2513,230000
2514,190000
2515,145000
2516,140000
2517,145000
2518,145000
2519,190000
2520,190000
2521,250000
2522,230000
2523,135000
2524,135000
2525,135000
2526,140000
2527,135000
2528,135000
2529,140000
2530,135000
2531,260000
2532,230000
2533,250000
2534,260000
2535,260000
2536,230000
2537,220000
2538,174000
2539,190000
2540,174000
2541,174000
2542,174000
2543,135000
2544,140000
2545,140000
2546,140000
2547,140000
2548,140000
2549,140000
2550,320000
2551,140000
2552,135000
2553,135000
2554,135000
2555,135000
2556,135000
2557,135000
2558,140000
2559,140000
2560,135000
2561,135000
2562,135000
2563,135000
2564,140000
2565,140000
2566,135000
2567,140000
2568,140000
2569,140000
2570,140000
2571,140000
2572,140000
2573,190000
2574,250000
2575,140000
2576,135000
2577,140000
2578,135000
2579,135000
2580,135000
2581,140000
2582,135000
2583,275000
2584,140000
2585,185000
2586,190000
2587,140000
2588,135000
2589,135000
2590,190000
2591,140000
2592,250000
2593,190000
2594,140000
2595,140000
2596,260000
2597,174000
2598,260000
2599,250000
2600,140000
2601,140000
2602,135000
2603,140000
2604,135000
2605,135000
2606,140000
2607,140000
2608,190000
2609,140000
2610,135000
2611,140000
2612,140000
2613,135000
2614,135000
2615,140000
2616,135000
2617,140000
2618,140000
2619,140000
2620,140000
2621,140000
2622,140000
2623,250000
2624,275000
2625,250000
2626,140000
2627,140000
2628,290000
2629,250000
2630,290000
2631,290000
2632,290000
2633,275000
2634,325000
2635,140000
2636,140000
2637,190000
2638,190000
2639,140000
2640,140000
2641,140000
2642,190000
2643,140000
2644,155000
2645,135000
2646,135000
2647,135000
2648,140000
2649,140000
2650,140000
2651,140000
2652,250000
2653,250000
2654,250000
2655,320000
2656,250000
2657,190000
2658,250000
2659,250000
2660,250000
2661,320000
2662,320000
2663,290000
2664,275000
2665,320000
2666,275000
2667,174000
2668,174000
2669,174000
2670,250000
2671,178000
2672,185000
2673,260000
2674,190000
2675,174000
2676,174000
2677,140000
2678,250000
2679,230000
2680,230000
2681,290000
2682,290000
2683,250000
2684,290000
2685,290000
2686,250000
2687,275000
2688,174000
2689,190000
2690,250000
2691,174000
2692,140000
2693,190000
2694,140000
2695,250000
2696,250000
2697,145000
2698,190000
2699,190000
2700,185000
2701,140000
2702,140000
2703,140000
2704,140000
2705,135000
2706,135000
2707,140000
2708,135000
2709,135000
2710,135000
2711,190000
2712,290000
2713,190000
2714,130000
2715,140000
2716,174000
2717,250000
2718,250000
2719,145000
2720,140000
2721,145000
2722,145000
2723,140000
2724,135000
2725,135000
2726,140000
2727,140000
2728,140000
2729,140000
2730,140000
2731,140000
2732,135000
2733,135000
2734,135000
2735,140000
2736,135000
2737,135000
2738,140000
2739,140000
2740,140000
2741,140000
2742,140000
2743,140000
2744,140000
2745,140000
2746,135000
2747,140000
2748,145000
2749,135000
2750,135000
2751,135000
2752,140000
2753,140000
2754,140000
2755,140000
2756,140000
2757,110000
2758,135000
2759,140000
2760,140000
2761,140000
2762,140000
2763,140000
2764,140000
2765,190000
2766,140000
2767,140000
2768,135000
2769,135000
2770,140000
2771,135000
2772,135000
2773,140000
2774,140000
2775,140000
2776,140000
2777,140000
2778,135000
2779,140000
2780,140000
2781,135000
2782,135000
2783,135000
2784,140000
2785,140000
2786,135000
2787,140000
2788,135000
2789,140000
2790,135000
2791,140000
2792,135000
2793,135000
2794,135000
2795,135000
2796,135000
2797,140000
2798,140000
2799,135000
2800,135000
2801,140000
2802,135000
2803,140000
2804,140000
2805,135000
2806,135000
2807,140000
2808,135000
2809,135000
2810,135000
2811,140000
2812,140000
2813,140000
2814,140000
2815,135000
2816,140000
2817,140000
2818,135000
2819,140000
2820,140000
2821,135000
2822,140000
2823,140000
2824,140000
2825,140000
2826,135000
2827,140000
2828,190000
2829,140000
2830,250000
2831,190000
2832,190000
2833,275000
2834,250000
2835,260000
2836,250000
2837,140000
2838,145000
2839,174000
2840,145000
2841,190000
2842,190000
2843,140000
2844,140000
2845,135000
2846,230000
2847,140000
2848,190000
2849,250000
2850,290000
2851,250000
2852,190000
2853,230000
2854,140000
2855,185000
2856,250000
2857,178000
2858,140000
2859,135000
2860,140000
2861,135000
2862,250000
2863,140000
2864,250000
2865,140000
2866,130000
2867,135000
2868,140000
2869,135000
2870,140000
2871,135000
2872,135000
2873,135000
2874,140000
2875,140000
2876,140000
2877,140000
2878,140000
2879,140000
2880,135000
2881,140000
2882,135000
2883,140000
2884,140000
2885,140000
2886,140000
2887,135000
2888,140000
2889,135000
2890,135000
2891,140000
2892,135000
2893,135000
2894,135000
2895,275000
2896,275000
2897,190000
2898,140000
2899,215000
2900,140000
2901,140000
2902,140000
2903,290000
2904,315000
2905,140000
2906,140000
2907,135000
2908,135000
2909,140000
2910,135000
2911,135000
2912,140000
2913,135000
2914,135000
2915,135000
2916,135000
2917,140000
2918,140000
2919,190000
